// AAEMU
// Database file
// 
// Values: monsterId, className, name, level, exp, classExp, hp, defense
//---------------------------------------------------------------------------

[
// Doodads
//---------------------------------------------------------------------------
{ doodadId: 272, className: "Напр.: Таймер", name: "Напр.: Таймер" },
{ doodadId: 725, className: "Кустарник", name: "Кустарник" },
{ doodadId: 801, className: "Сундук драгоценностей лесовиков", name: "Сундук драгоценностей лесовиков" },
{ doodadId: 802, className: "Цельнолистная пихта", name: "Цельнолистная пихта" },
{ doodadId: 804, className: "Лестница", name: "Лестница" },
{ doodadId: 805, className: "Лестница", name: "Лестница" },
{ doodadId: 806, className: "Веревка", name: "Веревка" },
{ doodadId: 807, className: "Веревка", name: "Веревка" },
{ doodadId: 808, className: "Веревка", name: "Веревка" },
{ doodadId: 809, className: "Веревка", name: "Веревка" },
{ doodadId: 810, className: "Веревка", name: "Веревка" },
{ doodadId: 814, className: "Длинная крутая стена", name: "Длинная крутая стена" },
{ doodadId: 815, className: "Рычаг", name: "Рычаг" },
{ doodadId: 816, className: "Чан для изготовления лекарства", name: "Чан для изготовления лекарства" },
{ doodadId: 818, className: "Исток Молочной реки", name: "Исток Молочной реки" },
{ doodadId: 821, className: "Плод Хозяина леса", name: "Плод Хозяина леса" },
{ doodadId: 823, className: "relic", name: "relic" },
{ doodadId: 824, className: "Тело Фрии", name: "Тело Фрии" },
{ doodadId: 825, className: "Врата воды", name: "Врата воды" },
{ doodadId: 826, className: "Поселения", name: "Поселения" },
{ doodadId: 827, className: "Врата огня", name: "Врата огня" },
{ doodadId: 828, className: "Врата крови", name: "Врата крови" },
{ doodadId: 829, className: "Врата хранителя", name: "Врата хранителя" },
{ doodadId: 831, className: "Вызывающая жажду трава", name: "Вызывающая жажду трава" },
{ doodadId: 832, className: "Адский огонь", name: "Адский огонь" },
{ doodadId: 833, className: "Ледяная стена", name: "Ледяная стена" },
{ doodadId: 834, className: "Возвращающая жизненные силы вода", name: "Возвращающая жизненные силы вода" },
{ doodadId: 835, className: "Форт Аль-Седжан", name: "Форт Аль-Седжан" },
{ doodadId: 838, className: "Неясный свет", name: "Неясный свет" },
{ doodadId: 839, className: "Тлеющий костер", name: "Тлеющий костер" },
{ doodadId: 841, className: "Дорожный атлас лагеря Харвен", name: "Дорожный атлас лагеря Харвен" },
{ doodadId: 843, className: "Дорожный атлас Забытого города", name: "Дорожный атлас Забытого города" },
{ doodadId: 844, className: "Дорожный атлас Озерной обители", name: "Дорожный атлас Озерной обители" },
{ doodadId: 845, className: "Дорожный атлас Золотых полей", name: "Дорожный атлас Золотых полей" },
{ doodadId: 846, className: "Дорожный атлас Мэрианхольда", name: "Дорожный атлас Мэрианхольда" },
{ doodadId: 847, className: "Дорожный атлас лагеря Ройстера", name: "Дорожный атлас лагеря Ройстера" },
{ doodadId: 848, className: "Дорожный атлас Сэндхевена", name: "Дорожный атлас Сэндхевена" },
{ doodadId: 849, className: "Дорожный атлас Роуд-Энда", name: "Дорожный атлас Роуд-Энда" },
{ doodadId: 850, className: "Дорожный атлас Хоупфорда", name: "Дорожный атлас Хоупфорда" },
{ doodadId: 851, className: "Дорожный атлас крепости Полумесяца", name: "Дорожный атлас крепости Полумесяца" },
{ doodadId: 852, className: "Дорожный атлас Ривертона", name: "Дорожный атлас Ривертона" },
{ doodadId: 853, className: "Дорожный атлас Гардуэя", name: "Дорожный атлас Гардуэя" },
{ doodadId: 854, className: "Камешек", name: "Камешек" },
{ doodadId: 855, className: "Высушенный труп", name: "Высушенный труп" },
{ doodadId: 857, className: "Дерево феи", name: "Дерево феи" },
{ doodadId: 858, className: "Зараженный камешек", name: "Зараженный камешек" },
{ doodadId: 862, className: "Место привала охотников за кроликами", name: "Место привала охотников за кроликами" },
{ doodadId: 863, className: "Надгробная надпись перекрестка разлуки", name: "Надгробная надпись перекрестка разлуки" },
{ doodadId: 865, className: "Статуя", name: "Статуя" },
{ doodadId: 866, className: "Статуя", name: "Статуя" },
{ doodadId: 867, className: "Статуя", name: "Статуя" },
{ doodadId: 868, className: "Статуя", name: "Статуя" },
{ doodadId: 869, className: "Тлеющий костер", name: "Тлеющий костер" },
{ doodadId: 870, className: "Дорожный атлас Маренлоу", name: "Дорожный атлас Маренлоу" },
{ doodadId: 871, className: "Дорожный атлас поселения хранителей", name: "Дорожный атлас поселения хранителей" },
{ doodadId: 872, className: "Старый ящик", name: "Старый ящик" },
{ doodadId: 873, className: "Плотно закрытая дверь", name: "Плотно закрытая дверь" },
{ doodadId: 874, className: "Выбеленный скелет", name: "Выбеленный скелет" },
{ doodadId: 876, className: "Освященная вода", name: "Освященная вода" },
{ doodadId: 877, className: "Маленькое пятно крови", name: "Маленькое пятно крови" },
{ doodadId: 878, className: "Большое пятно крови", name: "Большое пятно крови" },
{ doodadId: 879, className: "Магическая защита", name: "Магическая защита" },
{ doodadId: 880, className: "Вызов призрака", name: "Вызов призрака" },
{ doodadId: 881, className: "Ливень из стрел", name: "Ливень из стрел" },
{ doodadId: 882, className: "Пространство невесомости", name: "Пространство невесомости" },
{ doodadId: 883, className: "Грустная колыбельная", name: "Грустная колыбельная" },
{ doodadId: 884, className: "Исцеленный район", name: "Исцеленный район" },
{ doodadId: 886, className: "Чистый район", name: "Чистый район" },
{ doodadId: 887, className: "Тюремные двери Мэрианхольда", name: "Тюремные двери Мэрианхольда" },
{ doodadId: 888, className: "Метеоритная земля Фаина", name: "Метеоритная земля Фаина" },
{ doodadId: 889, className: "Веревка", name: "Веревка" },
{ doodadId: 891, className: "Лоза", name: "Лоза" },
{ doodadId: 893, className: "Пустое гнездо", name: "Пустое гнездо" },
{ doodadId: 894, className: "Яйцо гарпии", name: "Яйцо гарпии" },
{ doodadId: 896, className: "Святой покой", name: "Святой покой" },
{ doodadId: 897, className: "Куча земли", name: "Куча земли" },
{ doodadId: 898, className: "Решетка", name: "Решетка" },
{ doodadId: 899, className: "Следы невода", name: "Следы невода" },
{ doodadId: 900, className: "Соус", name: "Соус" },
{ doodadId: 901, className: "Культура для теста_посадить в 18604.", name: "Культура для теста_посадить в 18604." },
{ doodadId: 903, className: "Очищающий орнамент (размер головы нуаинца)", name: "Очищающий орнамент (размер головы нуаинца)" },
{ doodadId: 904, className: "Очищающий орнамент (высота до пояса нуаинца)", name: "Очищающий орнамент (высота до пояса нуаинца)" },
{ doodadId: 905, className: "Очищающий орнамент (высота четырех нуианцев)", name: "Очищающий орнамент (высота четырех нуианцев)" },
{ doodadId: 906, className: "Дом Рока", name: "Дом Рока" },
{ doodadId: 907, className: "Груда песка (тест)", name: "Груда песка (тест)" },
{ doodadId: 908, className: "Ларец", name: "Ларец" },
{ doodadId: 910, className: "Флейта демона", name: "Флейта демона" },
{ doodadId: 911, className: "Дорожный атлас поселения оленьих дварфов", name: "Дорожный атлас поселения оленьих дварфов" },
{ doodadId: 912, className: "Дорожный атлас Андельфа", name: "Дорожный атлас Андельфа" },
{ doodadId: 913, className: "Дорожный атлас деревни Беркутов", name: "Дорожный атлас деревни Беркутов" },
{ doodadId: 914, className: "Ящик с овечьей шерстью", name: "Ящик с овечьей шерстью" },
{ doodadId: 915, className: "Сундук", name: "Сундук" },
{ doodadId: 916, className: "Скрытые шторы Леи", name: "Скрытые шторы Леи" },
{ doodadId: 917, className: "Доказательство банкротства главы Фенона (график смены имени", name: "Доказательство банкротства главы Фенона (график смены имени" },
{ doodadId: 918, className: "Доказательство банкротства главы Фенона2 (график смены имени)", name: "Доказательство банкротства главы Фенона2 (график смены имени)" },
{ doodadId: 919, className: "Доказательство банкротства главы Фенона2 (график смены имени)", name: "Доказательство банкротства главы Фенона2 (график смены имени)" },
{ doodadId: 920, className: "Экспериментальное орудие", name: "Экспериментальное орудие" },
{ doodadId: 921, className: "Сундук с бумагами", name: "Сундук с бумагами" },
{ doodadId: 922, className: "Цветок у обрыва", name: "Цветок у обрыва" },
{ doodadId: 923, className: "Следы беглецов", name: "Следы беглецов" },
{ doodadId: 924, className: "Старые кости", name: "Старые кости" },
{ doodadId: 925, className: "Картина", name: "Картина" },
{ doodadId: 926, className: "Запертый сундук", name: "Запертый сундук" },
{ doodadId: 927, className: "Сгусток лавы", name: "Сгусток лавы" },
{ doodadId: 928, className: "Подозрительная магия", name: "Подозрительная магия" },
{ doodadId: 929, className: "Выцветшая земля", name: "Выцветшая земля" },
{ doodadId: 930, className: "Выцветшая земля", name: "Выцветшая земля" },
{ doodadId: 931, className: "Выцветшая земля", name: "Выцветшая земля" },
{ doodadId: 932, className: "Сеть для сбора росы", name: "Сеть для сбора росы" },
{ doodadId: 933, className: "Остывающая лава", name: "Остывающая лава" },
{ doodadId: 934, className: "Яйцо", name: "Яйцо" },
{ doodadId: 935, className: "Каменная горгулья", name: "Каменная горгулья" },
{ doodadId: 936, className: "Каменная горгулья", name: "Каменная горгулья" },
{ doodadId: 937, className: "Дымящиеся косточки", name: "Дымящиеся косточки" },
{ doodadId: 938, className: "Брошенный ящик", name: "Брошенный ящик" },
{ doodadId: 939, className: "Книжный шкаф", name: "Книжный шкаф" },
{ doodadId: 940, className: "Свет Бипы", name: "Свет Бипы" },
{ doodadId: 941, className: "Алхимический стол", name: "Алхимический стол" },
{ doodadId: 942, className: "(TEST)HitSkill", name: "(TEST)HitSkill" },
{ doodadId: 943, className: "Дорожный атлас порта Лютни", name: "Дорожный атлас порта Лютни" },
{ doodadId: 944, className: "Дорожный атлас Хмельной деревни", name: "Дорожный атлас Хмельной деревни" },
{ doodadId: 945, className: "Модель для призыва области Миражей", name: "Модель для призыва области Миражей" },
{ doodadId: 946, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 947, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 948, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 949, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 950, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 951, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 952, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 953, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 954, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 955, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 956, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 957, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 958, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 959, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 960, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 961, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 962, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 963, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 964, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 965, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 966, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 967, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 968, className: "house_decoration_1", name: "house_decoration_1" },
{ doodadId: 969, className: "Разлом корабля с течью", name: "Разлом корабля с течью" },
{ doodadId: 970, className: "Спасательный мешок", name: "Спасательный мешок" },
{ doodadId: 971, className: "Саженец акхиумного дерева", name: "Саженец акхиумного дерева" },
{ doodadId: 972, className: "Неиспользуемое дерево", name: "Неиспользуемое дерево" },
{ doodadId: 973, className: "Залежи для теста Рутина", name: "Залежи для теста Рутина" },
{ doodadId: 974, className: "Деревянная кровать", name: "Деревянная кровать" },
{ doodadId: 975, className: "Антикварная библиотека", name: "Антикварная библиотека" },
{ doodadId: 976, className: "Роскошный ковер", name: "Роскошный ковер" },
{ doodadId: 977, className: "Деревянный стул", name: "Деревянный стул" },
{ doodadId: 978, className: "Деревянная выставочная модель", name: "Деревянная выставочная модель" },
{ doodadId: 979, className: "Плательный деревянный шкаф", name: "Плательный деревянный шкаф" },
{ doodadId: 980, className: "Рамка с пейзажем", name: "Рамка с пейзажем" },
{ doodadId: 981, className: "Круглый стол", name: "Круглый стол" },
{ doodadId: 982, className: "Нуианский подсвечник", name: "Нуианский подсвечник" },
{ doodadId: 983, className: "Солридский подсвечник", name: "Солридский подсвечник" },
{ doodadId: 984, className: "Гвинедарский подсвечник", name: "Гвинедарский подсвечник" },
{ doodadId: 985, className: "Канделябр", name: "Канделябр" },
{ doodadId: 986, className: "Настольная лампа", name: "Настольная лампа" },
{ doodadId: 987, className: "Переносная лампа", name: "Переносная лампа" },
{ doodadId: 988, className: "Алхимический стол", name: "Алхимический стол" },
{ doodadId: 989, className: "Алхимический стол", name: "Алхимический стол" },
{ doodadId: 990, className: "Алхимический стол", name: "Алхимический стол" },
